"BCR","BCR_name","CommonName","ScientificName","SPEC","No_individuals","Nsta_CJS","No_yrunique_adults","No_yrunique_young","phi.med","phi.sd","phi.05","phi.95","phi.trend.med","phi.trend.sd","phi.trend.05","phi.trend.95","sigma.phi.med","sigma.phi.sd","sigma.phi.05","sigma.phi.95","pi.med","pi.sd","pi.05","pi.95","pi.trend.med","pi.trend.sd","pi.trend.05","pi.trend.95","sigma.pi.med","sigma.pi.sd","sigma.pi.05","sigma.pi.95","ri.med","ri.sd","ri.05","ri.95","ri.trend.med","ri.trend.sd","ri.trend.05","ri.trend.95","sigma.ri.med","sigma.ri.sd","sigma.ri.05","sigma.ri.95","ahy.med","ahy.sd","ahy.05","ahy.95","ahy.trend.med","ahy.trend.sd","ahy.trend.05","ahy.trend.95","sigma.ahy.med","sigma.ahy.sd","sigma.ahy.05","sigma.ahy.95","hy.med","hy.sd","hy.05","hy.95","hy.trend.med","hy.trend.sd","hy.trend.05","hy.trend.95","sigma.hy.med","sigma.hy.sd","sigma.hy.05","sigma.hy.95"
29,"Piedmont","Indigo Bunting","Passerina cyanea","INBU",804,18,988,158,0.512,0.024,0.476,0.552,-0.004,0.015,-0.035,0.016,0.568,0.251,0.24,1.043,0.617,0.052,0.535,0.706,0.014,0.025,-0.015,0.064,0.688,0.333,0.226,1.312,0.093,0.022,0.063,0.135,-0.009,0.015,-0.036,0.012,0.691,0.235,0.365,1.126,2.83,0.759,1.854,4.282,-0.044,0.012,-0.063,-0.025,0.193,0.071,0.088,0.317,0.255,0.094,0.144,0.442,-0.055,0.028,-0.103,-0.013,0.607,0.194,0.342,0.972
29,"Piedmont","Yellow-breasted Chat","Icteria virens","YBCH",391,12,471,93,0.52,0.049,0.434,0.595,0.002,0.017,-0.024,0.032,1.11,0.681,0.286,2.483,0.607,0.079,0.478,0.735,-0.031,0.036,-0.079,0.039,0.414,0.359,0.047,1.169,0.161,0.041,0.105,0.238,0.006,0.016,-0.025,0.029,0.308,0.229,0.026,0.764,1.999,0.888,1.004,3.8,-0.049,0.018,-0.081,-0.02,0.271,0.089,0.146,0.435,0.336,0.212,0.142,0.785,-0.032,0.029,-0.086,0.007,0.416,0.249,0.065,0.88
29,"Piedmont","Ovenbird","Seiurus aurocapilla","OVEN",941,19,1155,493,0.592,0.028,0.545,0.638,0.027,0.015,0.007,0.055,0.237,0.201,0.03,0.655,0.504,0.04,0.449,0.581,0.01,0.023,-0.025,0.049,0.245,0.199,0.023,0.653,0.298,0.061,0.215,0.414,-0.015,0.012,-0.036,0.003,0.325,0.101,0.173,0.502,1.851,0.472,1.271,2.814,0.019,0.008,0.006,0.033,0.219,0.054,0.145,0.319,0.498,0.162,0.301,0.82,0.004,0.009,-0.012,0.019,0.164,0.079,0.035,0.296
29,"Piedmont","Carolina Wren","Thryothorus ludovicianus","CARW",759,24,922,1048,0.394,0.035,0.336,0.452,-0.001,0.015,-0.023,0.027,0.697,0.241,0.354,1.14,0.71,0.048,0.635,0.791,0.013,0.019,-0.015,0.048,0.262,0.254,0.027,0.807,1.099,0.168,0.859,1.411,0.003,0.012,-0.017,0.022,0.135,0.084,0.011,0.284,2.361,0.502,1.66,3.317,0.006,0.009,-0.009,0.022,0.172,0.061,0.08,0.282,2.638,0.615,1.829,3.81,0.015,0.01,-0.001,0.031,0.269,0.06,0.187,0.382
29,"Piedmont","Prothonotary Warbler","Protonotaria citrea","PROW",163,2,218,199,0.52,0.076,0.416,0.657,-0.017,0.042,-0.076,0.053,0.838,0.796,0.155,2.301,0.93,0.143,0.582,1,0.08,0.347,-0.169,0.818,1.678,2.148,0.137,7.083,0.243,0.206,0.127,0.689,0.049,0.045,-0.017,0.129,0.356,0.222,0.072,0.78,0.623,0.487,0.198,1.643,0.016,0.017,-0.006,0.049,0.359,0.158,0.16,0.672,0.149,0.168,0.042,0.487,0.049,0.056,-0.028,0.153,0.689,0.261,0.397,1.225
29,"Piedmont","Gray Catbird","Dumetella carolinensis","GRCA",2735,20,3606,1157,0.544,0.018,0.518,0.577,-0.006,0.007,-0.017,0.005,0.314,0.115,0.136,0.514,0.616,0.023,0.584,0.659,-0.009,0.009,-0.024,0.004,0.18,0.128,0.018,0.427,0.316,0.072,0.218,0.453,0.001,0.008,-0.013,0.012,0.34,0.07,0.245,0.471,4.086,0.872,2.873,5.704,0.008,0.005,0,0.017,0.146,0.031,0.104,0.203,1.144,0.432,0.631,2.043,0.009,0.008,-0.006,0.022,0.302,0.062,0.217,0.418
30,"New England/Mid-Atlantic Coast","American Robin","Turdus migratorius","AMRO",1538,46,1558,607,0.501,0.032,0.436,0.541,0,0.017,-0.02,0.034,0.634,0.345,0.134,1.258,0.555,0.062,0.459,0.665,-0.004,0.022,-0.034,0.038,0.372,0.267,0.043,0.917,0.302,0.057,0.224,0.408,-0.005,0.008,-0.016,0.008,0.285,0.104,0.119,0.462,1.771,0.3,1.358,2.348,0.024,0.007,0.012,0.036,0.213,0.058,0.132,0.32,0.463,0.11,0.317,0.673,0.003,0.01,-0.013,0.019,0.315,0.08,0.203,0.464
30,"New England/Mid-Atlantic Coast","Downy Woodpecker","Dryobates pubescens","DOWO",536,50,505,499,0.511,0.04,0.446,0.576,0.024,0.024,-0.01,0.068,0.422,0.347,0.042,1.16,0.678,0.122,0.517,0.93,0.03,0.041,-0.022,0.105,0.581,0.604,0.065,1.979,0.809,0.113,0.644,1.011,0.003,0.013,-0.018,0.023,0.34,0.135,0.114,0.565,0.749,0.087,0.617,0.902,0.009,0.009,-0.004,0.024,0.161,0.085,0.025,0.305,0.554,0.087,0.426,0.709,0.012,0.011,-0.007,0.028,0.392,0.085,0.275,0.55
30,"New England/Mid-Atlantic Coast","American Redstart","Setophaga ruticilla","AMRE",555,23,352,52,0.532,0.027,0.489,0.575,0.012,0.019,-0.02,0.041,0.542,0.406,0.071,1.316,0.428,0.064,0.338,0.548,-0.017,0.022,-0.056,0.014,0.3,0.305,0.024,0.955,0.068,0.022,0.037,0.109,0.004,0.023,-0.027,0.046,1.115,0.391,0.601,1.863,0.549,0.161,0.346,0.866,-0.024,0.016,-0.05,0.002,0.436,0.109,0.287,0.639,0.026,0.014,0.011,0.055,0.02,0.04,-0.043,0.086,1.134,0.391,0.647,1.891
30,"New England/Mid-Atlantic Coast","White-eyed Vireo","Vireo griseus","WEVI",302,15,446,70,0.538,0.023,0.497,0.573,0.016,0.013,-0.003,0.039,0.275,0.277,0.014,0.869,0.583,0.044,0.499,0.644,0.001,0.026,-0.028,0.057,0.545,0.411,0.053,1.342,0.126,0.031,0.083,0.184,-0.051,0.024,-0.093,-0.015,0.307,0.218,0.033,0.728,0.943,0.26,0.595,1.433,-0.037,0.011,-0.056,-0.019,0.231,0.096,0.078,0.396,0.095,0.044,0.047,0.184,-0.088,0.025,-0.131,-0.049,0.357,0.228,0.045,0.783
30,"New England/Mid-Atlantic Coast","Carolina Wren","Thryothorus ludovicianus","CARW",634,37,731,619,0.381,0.044,0.305,0.449,0.006,0.022,-0.016,0.054,0.966,0.427,0.392,1.776,0.547,0.061,0.457,0.657,0.012,0.02,-0.017,0.048,0.627,0.326,0.169,1.233,0.677,0.096,0.534,0.849,0,0.013,-0.02,0.022,0.305,0.114,0.126,0.506,0.856,0.184,0.605,1.205,0.006,0.015,-0.017,0.031,0.629,0.121,0.47,0.861,0.549,0.138,0.367,0.816,0.013,0.016,-0.012,0.039,0.823,0.158,0.617,1.131
30,"New England/Mid-Atlantic Coast","Northern Cardinal","Cardinalis cardinalis","NOCA",1233,48,1634,344,0.559,0.022,0.518,0.588,0,0.007,-0.011,0.011,0.143,0.124,0.015,0.404,0.604,0.043,0.536,0.676,0,0.018,-0.034,0.025,0.448,0.239,0.084,0.868,0.179,0.023,0.144,0.22,-0.024,0.015,-0.049,0,0.395,0.121,0.228,0.617,2.661,0.326,2.177,3.243,0.014,0.005,0.005,0.023,0.091,0.043,0.023,0.165,0.394,0.074,0.289,0.532,-0.005,0.013,-0.029,0.015,0.408,0.108,0.257,0.608
30,"New England/Mid-Atlantic Coast","Indigo Bunting","Passerina cyanea","INBU",170,18,215,15,0.506,0.029,0.451,0.543,0,0.017,-0.03,0.025,0.501,0.593,0.057,1.779,0.541,0.09,0.371,0.661,0.006,0.026,-0.033,0.05,1.433,1.579,0.204,5.131,0.052,0.017,0.029,0.085,-0.009,0.017,-0.041,0.013,0.662,0.456,0.078,1.545,0.601,0.176,0.377,0.944,-0.006,0.013,-0.027,0.016,0.31,0.139,0.084,0.55,0.026,0.015,0.01,0.057,-0.025,0.029,-0.073,0.023,0.65,0.47,0.097,1.557
30,"New England/Mid-Atlantic Coast","American Goldfinch","Spinus tristis","AMGO",875,40,725,1,0.44,0.028,0.394,0.485,0,0.023,-0.025,0.047,0.471,0.432,0.046,1.354,0.316,0.068,0.224,0.445,-0.021,0.025,-0.061,0.02,0.333,0.304,0.04,1.019,0,0.001,0,0.002,-0.03,0.058,-0.12,0.066,1.117,1.195,0.099,3.691,0.881,0.212,0.613,1.296,0.003,0.012,-0.016,0.023,0.362,0.083,0.252,0.52,0,0.001,0,0.002,-0.05,0.082,-0.172,0.096,1.074,1.198,0.111,3.664
30,"New England/Mid-Atlantic Coast","Hooded Warbler","Setophaga citrina","HOWA",274,18,335,40,0.505,0.043,0.435,0.576,0,0.02,-0.034,0.03,0.244,0.241,0.026,0.77,0.527,0.06,0.416,0.61,-0.015,0.026,-0.061,0.025,0.29,0.29,0.031,0.906,0.127,0.024,0.086,0.165,0.005,0.017,-0.021,0.034,0.417,0.384,0.027,1.242,0.631,0.213,0.368,1.051,-0.076,0.013,-0.098,-0.055,0.132,0.102,0.014,0.338,0.054,0.028,0.023,0.111,-0.057,0.037,-0.116,0.006,0.656,0.408,0.123,1.424
30,"New England/Mid-Atlantic Coast","Brown-headed Cowbird","Molothrus ater","BHCO",158,39,215,15,0.501,0.043,0.428,0.568,0.002,0.018,-0.028,0.03,6.107,2.473,1.773,9.606,0.456,0.151,0.24,0.718,0.004,0.032,-0.036,0.066,1.883,2.185,0.122,7.195,0.053,0.01,0.038,0.07,-0.003,0.024,-0.051,0.027,0.632,0.45,0.066,1.496,0.552,0.146,0.366,0.838,-0.006,0.013,-0.026,0.015,0.318,0.142,0.079,0.556,0.026,0.014,0.01,0.055,-0.007,0.029,-0.059,0.034,0.751,0.502,0.088,1.716
30,"New England/Mid-Atlantic Coast","Black-capped Chickadee","Poecile atricapillus","BCCH",1105,38,1129,349,0.498,0.025,0.465,0.543,0.009,0.011,-0.01,0.025,0.456,0.269,0.079,0.941,0.692,0.066,0.597,0.812,-0.021,0.025,-0.055,0.025,0.317,0.302,0.026,0.936,0.281,0.06,0.2,0.393,-0.013,0.017,-0.044,0.011,0.67,0.16,0.458,0.974,2.252,0.371,1.734,2.936,-0.012,0.007,-0.024,0.001,0.129,0.062,0.032,0.237,0.623,0.161,0.409,0.931,-0.024,0.011,-0.045,-0.01,0.522,0.137,0.345,0.782
30,"New England/Mid-Atlantic Coast","Hermit Thrush","Catharus guttatus","HETH",215,19,126,19,0.514,0.039,0.462,0.587,0.006,0.02,-0.023,0.04,0.351,0.335,0.038,1.036,0.64,0.085,0.514,0.794,-0.03,0.034,-0.085,0.023,0.362,0.381,0.038,1.153,0.153,0.106,0.061,0.358,0.01,0.045,-0.029,0.113,1.424,1.168,0.207,3.82,0.627,0.281,0.331,1.207,-0.02,0.022,-0.071,-0.003,0.394,0.272,0.062,0.935,0.087,0.048,0.037,0.185,-0.009,0.04,-0.045,0.08,0.494,0.446,0.057,1.447
30,"New England/Mid-Atlantic Coast","Red-eyed Vireo","Vireo olivaceus","REVI",2448,45,2352,55,0.616,0.017,0.592,0.646,-0.001,0.009,-0.015,0.014,0.246,0.153,0.031,0.525,0.727,0.047,0.656,0.808,-0.022,0.021,-0.053,0.015,0.245,0.213,0.025,0.674,0.015,0.005,0.009,0.024,-0.009,0.02,-0.044,0.02,0.829,0.269,0.474,1.337,1.946,0.295,1.534,2.491,-0.022,0.005,-0.031,-0.013,0.132,0.036,0.08,0.198,0.034,0.011,0.02,0.054,-0.024,0.021,-0.062,0.008,0.724,0.263,0.368,1.214
30,"New England/Mid-Atlantic Coast","House Wren","Troglodytes aedon","HOWR",199,16,207,90,0.336,0.046,0.258,0.407,-0.018,0.028,-0.07,0.021,0.535,0.764,0.045,2.253,0.616,0.099,0.429,0.758,-0.016,0.041,-0.093,0.036,3.711,2.234,1.246,8.614,0.615,0.176,0.392,0.958,0.013,0.016,-0.012,0.041,0.465,0.293,0.06,1,0.429,0.173,0.233,0.785,-0.023,0.016,-0.049,0.002,0.49,0.132,0.304,0.732,0.313,0.114,0.179,0.541,0.004,0.013,-0.013,0.029,0.209,0.162,0.028,0.537
30,"New England/Mid-Atlantic Coast","Veery","Catharus fuscescens","VEER",1110,19,680,127,0.621,0.016,0.596,0.648,0.006,0.01,-0.009,0.023,0.418,0.159,0.166,0.692,0.604,0.031,0.554,0.654,-0.022,0.014,-0.046,0.001,0.35,0.194,0.056,0.693,0.11,0.027,0.074,0.162,0.011,0.018,-0.016,0.045,0.634,0.191,0.359,0.984,1.28,0.355,0.822,1.972,-0.01,0.008,-0.023,0.004,0.058,0.05,0.005,0.164,0.128,0.055,0.064,0.239,0.012,0.023,-0.025,0.05,0.598,0.174,0.357,0.918
30,"New England/Mid-Atlantic Coast","Acadian Flycatcher","Empidonax virescens","ACFL",1034,21,1298,72,0.544,0.02,0.51,0.578,0.011,0.011,-0.006,0.028,0.222,0.158,0.032,0.538,0.464,0.033,0.415,0.523,-0.016,0.014,-0.04,0.007,0.127,0.113,0.016,0.365,0.051,0.01,0.035,0.069,0.017,0.018,-0.007,0.05,0.305,0.204,0.047,0.692,1.763,0.438,1.178,2.584,0,0.005,-0.008,0.008,0.048,0.04,0.003,0.128,0.098,0.031,0.058,0.157,0.029,0.023,-0.006,0.069,0.464,0.234,0.089,0.871
30,"New England/Mid-Atlantic Coast","Wood Thrush","Hylocichla mustelina","WOTH",2674,42,2928,629,0.456,0.016,0.43,0.482,-0.007,0.009,-0.022,0.007,0.12,0.089,0.01,0.296,0.676,0.038,0.617,0.74,0.007,0.019,-0.022,0.039,0.527,0.157,0.316,0.822,0.172,0.018,0.14,0.2,0.005,0.01,-0.013,0.022,0.239,0.077,0.125,0.375,2.903,0.555,2.152,3.961,-0.009,0.005,-0.017,-0.001,0.11,0.032,0.062,0.165,0.484,0.11,0.335,0.692,0.004,0.012,-0.015,0.023,0.333,0.08,0.223,0.48
30,"New England/Mid-Atlantic Coast","Ovenbird","Seiurus aurocapilla","OVEN",1761,45,1654,375,0.637,0.02,0.603,0.67,0.018,0.01,0,0.034,0.128,0.114,0.01,0.365,0.475,0.027,0.432,0.52,-0.043,0.015,-0.068,-0.018,0.194,0.133,0.025,0.447,0.162,0.023,0.128,0.204,-0.012,0.011,-0.031,0.004,0.238,0.11,0.056,0.425,1.704,0.274,1.311,2.199,0.005,0.006,-0.004,0.015,0.11,0.046,0.032,0.186,0.253,0.059,0.175,0.365,-0.002,0.013,-0.022,0.02,0.362,0.1,0.221,0.542
30,"New England/Mid-Atlantic Coast","Yellow Warbler","Setophaga petechia","YEWA",420,15,451,70,0.575,0.031,0.515,0.615,0.001,0.012,-0.013,0.023,1.361,0.862,0.392,2.966,0.379,0.063,0.288,0.494,-0.015,0.013,-0.035,0.008,0.341,0.306,0.032,0.984,0.116,0.033,0.072,0.18,0.003,0.012,-0.013,0.025,0.551,0.333,0.053,1.143,1.178,0.408,0.703,1.992,-0.019,0.011,-0.038,0,0.226,0.087,0.101,0.381,0.09,0.052,0.039,0.2,0.007,0.024,-0.032,0.047,0.778,0.296,0.385,1.341
30,"New England/Mid-Atlantic Coast","Eastern Towhee","Pipilo erythrophthalmus","EATO",387,36,514,162,0.503,0.034,0.451,0.562,0.008,0.016,-0.018,0.035,0.311,0.284,0.027,0.91,0.991,0.097,0.723,1,-0.047,0.209,-0.45,0.22,1.266,2.173,0.092,6.88,0.261,0.043,0.202,0.343,-0.001,0.014,-0.022,0.024,0.131,0.117,0.014,0.378,0.728,0.111,0.569,0.931,0.04,0.011,0.022,0.057,0.267,0.078,0.154,0.405,0.173,0.044,0.115,0.256,0.027,0.018,-0.002,0.058,0.426,0.134,0.227,0.662
30,"New England/Mid-Atlantic Coast","Common Yellowthroat","Geothlypis trichas","COYE",1795,44,2196,358,0.548,0.026,0.503,0.59,-0.001,0.008,-0.016,0.01,0.211,0.155,0.026,0.519,0.524,0.035,0.469,0.585,0.016,0.018,-0.013,0.047,0.191,0.152,0.02,0.495,0.095,0.019,0.069,0.13,-0.011,0.015,-0.041,0.007,0.528,0.155,0.322,0.818,1.928,0.395,1.418,2.697,-0.019,0.005,-0.027,-0.01,0.114,0.035,0.062,0.175,0.141,0.051,0.081,0.242,-0.049,0.018,-0.079,-0.021,0.559,0.148,0.365,0.845
30,"New England/Mid-Atlantic Coast","Song Sparrow","Melospiza melodia","SOSP",388,16,454,238,0.45,0.037,0.388,0.509,0.008,0.01,-0.006,0.026,0.295,0.27,0.03,0.869,0.474,0.055,0.391,0.57,-0.012,0.012,-0.029,0.011,0.218,0.208,0.02,0.67,0.437,0.084,0.317,0.591,-0.005,0.011,-0.03,0.005,0.45,0.152,0.221,0.713,1.185,0.375,0.72,1.923,0.012,0.01,-0.005,0.029,0.242,0.091,0.102,0.4,0.417,0.165,0.229,0.75,-0.021,0.015,-0.046,0.004,0.455,0.139,0.26,0.71
30,"New England/Mid-Atlantic Coast","Prothonotary Warbler","Protonotaria citrea","PROW",120,4,150,24,0.502,0.065,0.395,0.605,-0.018,0.036,-0.074,0.041,0.61,0.72,0.045,2.071,0.944,0.125,0.636,1,0.049,0.191,-0.202,0.399,2.953,2.756,0.191,8.891,0.142,0.051,0.073,0.235,-0.029,0.038,-0.095,0.027,0.548,0.418,0.065,1.364,0.469,0.253,0.213,0.999,0.014,0.01,-0.004,0.03,0.132,0.113,0.01,0.362,0.053,0.047,0.014,0.154,-0.006,0.038,-0.069,0.054,0.864,0.487,0.196,1.783
30,"New England/Mid-Atlantic Coast","Gray Catbird","Dumetella carolinensis","GRCA",5163,46,6285,1712,0.529,0.013,0.507,0.549,-0.007,0.006,-0.018,0.002,0.152,0.099,0.009,0.33,0.6,0.02,0.565,0.632,-0.004,0.009,-0.017,0.013,0.214,0.113,0.038,0.411,0.199,0.028,0.158,0.251,0.002,0.007,-0.011,0.012,0.285,0.07,0.189,0.415,6.719,0.99,5.326,8.587,-0.002,0.005,-0.01,0.007,0.173,0.033,0.128,0.236,1.291,0.35,0.843,2.006,0.001,0.011,-0.018,0.018,0.435,0.083,0.326,0.593
30,"New England/Mid-Atlantic Coast","Kentucky Warbler","Geothlypis formosa","KEWA",180,8,250,44,0.554,0.031,0.501,0.6,-0.007,0.021,-0.044,0.024,0.252,0.258,0.027,0.809,0.482,0.081,0.356,0.621,-0.019,0.04,-0.09,0.039,0.889,0.92,0.099,2.876,0.193,0.038,0.125,0.249,0.005,0.021,-0.031,0.036,0.32,0.243,0.038,0.802,0.756,0.331,0.389,1.41,-0.052,0.017,-0.081,-0.026,0.23,0.116,0.059,0.437,0.1,0.055,0.043,0.213,-0.04,0.031,-0.1,-0.002,0.373,0.239,0.052,0.823
32,"Coastal California","American Goldfinch","Spinus tristis","AMGO",1576,29,1544,137,0.439,0.025,0.398,0.48,-0.009,0.017,-0.039,0.017,0.374,0.318,0.027,1.003,0.448,0.065,0.354,0.568,-0.015,0.025,-0.05,0.032,0.333,0.263,0.041,0.878,0.038,0.015,0.02,0.069,-0.058,0.033,-0.118,-0.01,0.403,0.193,0.105,0.745,1.599,0.37,1.107,2.311,-0.058,0.014,-0.081,-0.035,0.49,0.102,0.357,0.684,0.058,0.027,0.027,0.114,-0.143,0.038,-0.205,-0.08,0.643,0.201,0.372,1.022
32,"Coastal California","Bewick's Wren","Thryomanes bewickii","BEWR",2237,57,2941,4091,0.469,0.02,0.437,0.503,0.008,0.011,-0.009,0.027,0.255,0.107,0.078,0.437,0.72,0.034,0.667,0.779,0.032,0.023,-0.003,0.072,0.181,0.15,0.023,0.484,1.309,0.12,1.127,1.519,0,0.009,-0.016,0.014,0.311,0.058,0.234,0.423,3.422,0.431,2.771,4.196,-0.003,0.005,-0.012,0.005,0.12,0.032,0.075,0.177,4.151,0.618,3.252,5.286,-0.004,0.008,-0.017,0.009,0.265,0.047,0.203,0.355
32,"Coastal California","Wilson's Warbler","Cardellina pusilla","WIWA",6166,23,4026,3389,0.485,0.016,0.459,0.512,-0.002,0.007,-0.014,0.01,0.133,0.093,0.015,0.308,0.561,0.033,0.509,0.618,0.027,0.019,-0.005,0.057,0.47,0.121,0.308,0.7,0.262,0.077,0.165,0.416,-0.013,0.01,-0.029,0.004,0.436,0.078,0.331,0.584,6.702,1.557,4.607,9.707,0.011,0.01,-0.006,0.028,0.366,0.064,0.283,0.49,1.574,0.604,0.87,2.805,0.002,0.008,-0.011,0.015,0.279,0.048,0.217,0.372
32,"Coastal California","Yellow Warbler","Setophaga petechia","YEWA",1766,20,1310,65,0.574,0.033,0.507,0.613,-0.001,0.011,-0.017,0.017,1.792,1.17,0.741,4.258,0.264,0.086,0.169,0.451,-0.019,0.016,-0.054,-0.003,1.083,0.578,0.471,2.232,0.031,0.015,0.017,0.06,0,0.013,-0.024,0.018,1.188,0.39,0.74,1.96,1.412,0.352,0.948,2.102,-0.014,0.013,-0.036,0.008,0.475,0.086,0.361,0.637,0.015,0.009,0.006,0.033,-0.026,0.03,-0.078,0.021,1.263,0.368,0.798,1.973
32,"Coastal California","Song Sparrow","Melospiza melodia","SOSP",5969,52,7577,8252,0.566,0.017,0.537,0.593,0.004,0.007,-0.008,0.014,0.256,0.088,0.132,0.417,0.655,0.019,0.624,0.688,-0.01,0.008,-0.022,0.005,0.172,0.096,0.025,0.341,0.888,0.098,0.742,1.064,-0.001,0.007,-0.013,0.01,0.415,0.068,0.326,0.545,4.34,0.744,3.292,5.74,-0.019,0.005,-0.028,-0.011,0.175,0.032,0.133,0.237,4.124,0.754,3.055,5.533,-0.018,0.009,-0.033,-0.004,0.341,0.055,0.27,0.448
32,"Coastal California","Bushtit","Psaltriparus minimus","BUSH",3121,55,3319,3078,0.416,0.042,0.354,0.489,0.001,0.022,-0.036,0.037,0.58,0.195,0.327,0.956,,,,,,,,,2.472,2.284,0.24,7.631,1.024,0.12,0.85,1.242,0.019,0.011,0,0.038,0.382,0.072,0.286,0.519,3.585,0.517,2.832,4.52,-0.022,0.009,-0.036,-0.007,0.262,0.048,0.198,0.354,3.477,0.562,2.64,4.498,-0.016,0.01,-0.032,-0.001,0.317,0.059,0.239,0.429
32,"Coastal California","Lincoln's Sparrow","Melospiza lincolnii","LISP",208,4,289,185,0.43,0.035,0.373,0.489,-0.006,0.015,-0.032,0.016,0.18,0.184,0.013,0.575,0.846,0.074,0.721,0.963,-0.016,0.056,-0.098,0.082,0.737,0.819,0.095,2.499,0.295,0.151,0.139,0.612,-0.018,0.035,-0.096,0.014,1.053,0.366,0.608,1.773,2.351,2.831,0.901,8.792,0.025,0.017,-0.002,0.053,0.13,0.105,0.011,0.34,0.806,1.019,0.229,2.743,-0.045,0.046,-0.123,0.026,0.927,0.336,0.553,1.593
32,"Coastal California","Downy Woodpecker","Dryobates pubescens","DOWO",525,36,597,357,0.532,0.037,0.478,0.597,-0.015,0.024,-0.058,0.019,0.29,0.292,0.016,0.923,0.691,0.11,0.548,0.919,0.008,0.043,-0.063,0.07,0.615,0.843,0.073,2.379,0.51,0.07,0.407,0.636,0.029,0.014,0.008,0.053,0.286,0.121,0.082,0.493,0.934,0.105,0.777,1.121,-0.007,0.008,-0.021,0.006,0.152,0.072,0.033,0.276,0.423,0.068,0.324,0.546,0.03,0.012,0.013,0.052,0.333,0.1,0.189,0.516
32,"Coastal California","American Robin","Turdus migratorius","AMRO",720,34,717,107,0.533,0.027,0.499,0.585,-0.005,0.013,-0.024,0.018,0.506,0.283,0.111,1.035,0.8,0.068,0.682,0.908,-0.004,0.027,-0.037,0.05,1.027,0.551,0.251,2.064,0.136,0.029,0.096,0.191,-0.008,0.01,-0.028,0.004,0.245,0.169,0.023,0.566,1.285,0.228,0.976,1.717,-0.001,0.008,-0.015,0.012,0.235,0.065,0.143,0.354,0.164,0.046,0.104,0.253,-0.019,0.017,-0.05,0.007,0.361,0.165,0.096,0.648
32,"Coastal California","Orange-crowned Warbler","Leiothlypis celata","OCWA",3098,34,2496,2351,0.485,0.021,0.453,0.522,0.016,0.011,-0.002,0.034,0.262,0.157,0.033,0.546,0.52,0.043,0.455,0.597,0.065,0.02,0.033,0.099,0.336,0.174,0.057,0.634,0.564,0.119,0.404,0.791,-0.013,0.013,-0.036,0.008,0.459,0.088,0.343,0.626,2.268,0.462,1.621,3.126,-0.003,0.008,-0.015,0.011,0.287,0.057,0.212,0.395,1.16,0.277,0.787,1.692,-0.013,0.015,-0.038,0.01,0.589,0.097,0.463,0.776
32,"Coastal California","Spotted Towhee","Pipilo maculatus","SPTO",2893,59,3651,1489,0.587,0.019,0.556,0.618,-0.002,0.01,-0.018,0.014,0.164,0.11,0.02,0.374,0.624,0.034,0.572,0.682,-0.009,0.017,-0.036,0.019,0.223,0.134,0.032,0.469,0.338,0.041,0.274,0.407,0.007,0.01,-0.008,0.023,0.385,0.077,0.281,0.529,4.154,0.669,3.196,5.375,-0.003,0.005,-0.011,0.005,0.084,0.033,0.029,0.141,1.227,0.225,0.9,1.643,0.007,0.01,-0.009,0.025,0.366,0.068,0.275,0.497
32,"Coastal California","Brown-headed Cowbird","Molothrus ater","BHCO",393,36,,,0.511,0.032,0.464,0.567,0,0.015,-0.027,0.024,0.36,0.313,0.029,1.02,0.691,0.073,0.581,0.822,-0.003,0.026,-0.047,0.037,0.305,0.344,0.03,1.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Coastal California","Black-headed Grosbeak","Pheucticus melanocephalus","BHGR",2187,49,2263,483,0.612,0.023,0.572,0.646,0.008,0.015,-0.014,0.036,0.396,0.258,0.042,0.87,0.456,0.049,0.381,0.54,-0.048,0.023,-0.09,-0.014,0.313,0.217,0.038,0.733,0.158,0.032,0.115,0.217,0.015,0.014,-0.006,0.04,0.55,0.135,0.364,0.805,1.728,0.199,1.474,2.111,-0.058,0.007,-0.07,-0.046,0.139,0.041,0.083,0.216,0.268,0.065,0.18,0.391,-0.016,0.016,-0.044,0.009,0.512,0.113,0.36,0.727
32,"Coastal California","Swainson's Thrush","Catharus ustulatus","SWTH",5627,21,5129,855,0.601,0.014,0.581,0.629,-0.003,0.008,-0.014,0.012,0.332,0.088,0.209,0.494,0.507,0.022,0.472,0.545,0,0.011,-0.019,0.018,0.281,0.081,0.163,0.428,0.065,0.015,0.045,0.093,0.001,0.01,-0.014,0.019,0.455,0.088,0.338,0.622,6.36,1.501,4.433,9.147,0.009,0.007,-0.003,0.022,0.291,0.053,0.223,0.391,0.365,0.126,0.212,0.621,0.016,0.013,-0.007,0.037,0.386,0.08,0.281,0.538
32,"Coastal California","Lazuli Bunting","Passerina amoena","LAZB",609,29,565,134,0.504,0.08,0.355,0.615,0.001,0.052,-0.089,0.061,1.045,1.708,0.108,5.198,0.368,0.14,0.186,0.638,-0.073,0.07,-0.227,-0.013,1.075,1.109,0.193,3.478,0.108,0.038,0.067,0.187,-0.013,0.032,-0.075,0.029,1.126,0.354,0.656,1.79,0.719,0.108,0.552,0.903,-0.09,0.016,-0.115,-0.064,0.251,0.096,0.113,0.425,0.052,0.018,0.032,0.088,-0.045,0.033,-0.119,-0.015,1.376,0.337,0.95,2.036
